_id,timeStampID,rssiLVNGRM,rssiBDRM,rssiKTCHN
ObjectId(61952ecab50d39992bb88617),1637166780,-100,-100,-100
ObjectId(61952f06b50d39992bb8adfa),1637166840,-100,-100,-100
ObjectId(61952f42b50d39992bb8d2ec),1637166900,-100,-100,-100
ObjectId(61952f7eb50d39992bb8f992),1637166960,-100,-100,-100
ObjectId(61952fbbb50d39992bb91ca6),1637167020,-100,-100,-100
ObjectId(61952ff6b50d39992bb9459e),1637167080,-100,-100,-100
ObjectId(61953032b50d39992bb96810),1637167140,-100,-100,-100
ObjectId(6195306eb50d39992bb98e82),1637167200,-100,-100,-100
ObjectId(619530aab50d39992bb9b0d4),1637167260,-100,-100,-100
ObjectId(619530e6b50d39992bb9d6bc),1637167320,-100,-100,-100
ObjectId(61953122b50d39992bb9fa07),1637167380,-100,-100,-100
ObjectId(6195315eb50d39992bba1f0d),1637167440,-100,-100,-100
ObjectId(6195319bb50d39992bba47c3),1637167500,-100,-100,-100
ObjectId(619531d6b50d39992bba6c1d),1637167560,-100,-100,-100
ObjectId(61953212b50d39992bba8dd2),1637167620,-100,-100,-100
ObjectId(6195324eb50d39992bbab0ac),1637167680,-100,-100,-100
ObjectId(6195328ab50d39992bbad1b3),1637167740,-100,-100,-100
ObjectId(619532c6b50d39992bbaf817),1637167800,-100,-100,-100
ObjectId(61953302b50d39992bbb1aa1),1637167860,-100,-100,-100
ObjectId(6195333eb50d39992bbb4002),1637167920,-100,-100,-100
ObjectId(6195337ab50d39992bbb6253),1637167980,-100,-100,-100
ObjectId(619533b6b50d39992bbb889a),1637168040,,,-100
ObjectId(619533b6b50d39992bbb889b),1637168040,-100,-100,-100
ObjectId(619533f2b50d39992bbbab6a),1637168100,-100,-100,-100
ObjectId(6195342eb50d39992bbbd118),1637168160,-100,-100,-100
ObjectId(6195346ab50d39992bbbf3dd),1637168220,-100,-100,-100
ObjectId(619534a6b50d39992bbc1c1c),1637168280,-100,-100,-100
ObjectId(619534e2b50d39992bbc3d42),1637168340,-100,-100,-100
ObjectId(6195351fb50d39992bbc67d3),1637168400,-100,-100,-100
ObjectId(6195355ab50d39992bbcafe1),1637168460,-100,-100,-100
ObjectId(61953596b50d39992bbce45a),1637168520,-100,-100,-100
ObjectId(619535d2b50d39992bbd0374),1637168580,-100,-100,-100
ObjectId(6195360eb50d39992bbd2615),1637168640,-100,-100,-100
ObjectId(6195364ab50d39992bbd4614),1637168700,-100,-100,-100
ObjectId(61953686b50d39992bbd69f6),1637168760,-100,-100,-100
ObjectId(619536c2b50d39992bbd8a15),1637168820,-100,-100,-100
ObjectId(619536feb50d39992bbdad76),1637168880,-100,-100,-100
ObjectId(6195373ab50d39992bbdcc7b),1637168940,-100,-100,-100
ObjectId(61953777b50d39992bbdefdf),1637169000,-100,-100,-100
ObjectId(619537b2b50d39992bbe0f05),1637169060,-100,-100,-100
ObjectId(619537efb50d39992bbe331e),1637169120,-100,-100,-100
ObjectId(6195382ab50d39992bbe51d7),1637169180,-100,-100,-100
ObjectId(61953866b50d39992bbe74c6),1637169240,-100,-100,-100
ObjectId(619538a3b50d39992bbe9772),1637169300,-100,-100,-100
ObjectId(619538deb50d39992bbeb8e7),1637169360,-100,-100,-100
ObjectId(6195391ab50d39992bbed70a),1637169420,-100,-100,-100
ObjectId(61953956b50d39992bbefa49),1637169480,-100,-100,-100
ObjectId(61953992b50d39992bbf1823),1637169540,-100,-100,-100
ObjectId(619539cfb50d39992bbf3b1b),1637169600,-100,-100,-100
ObjectId(61953a0ab50d39992bbf5939),1637169660,-100,-100,-100
ObjectId(61953a46b50d39992bbf7a49),1637169720,-100,-100,-100
ObjectId(61953a82b50d39992bbf9ace),1637169780,-100,-100,-100
ObjectId(61953abeb50d39992bbfbe04),1637169840,-100,-100,-100
ObjectId(61953afab50d39992bbfdce3),1637169900,-100,-100,-100
ObjectId(61953b37b50d39992bc001e9),1637169960,-100,-100,-100
ObjectId(61953b72b50d39992bc02109),1637170020,-100,-100,-100
ObjectId(61953baeb50d39992bc04444),1637170080,-100,-100,-100
ObjectId(61953beab50d39992bc064df),1637170140,-100,-100,-100
ObjectId(61953c26b50d39992bc08d08),1637170200,-100,-100,-100
ObjectId(61953c62b50d39992bc0acb2),1637170260,-100,-100,-100
ObjectId(61953c9eb50d39992bc0d019),1637170320,-100,-100,-100
ObjectId(61953cdab50d39992bc0f0d5),1637170380,-100,-100,-100
ObjectId(61953d16b50d39992bc113fe),1637170440,-100,-100,-100
ObjectId(61953d52b50d39992bc13455),1637170500,-100,-100,-100
ObjectId(61953d8eb50d39992bc157cd),1637170560,-100,-100,-100
ObjectId(61953dcab50d39992bc17737),1637170620,-100,-100,-100
ObjectId(61953e07b50d39992bc19ec1),1637170680,-100,-100,-100
ObjectId(61953e42b50d39992bc1bd49),1637170740,-100,-100,-100
ObjectId(61953e7eb50d39992bc1e029),1637170800,-100,-100,-100
ObjectId(61953ebab50d39992bc20037),1637170860,-100,-100,-100
ObjectId(61953ef6b50d39992bc223fe),1637170920,-100,-100,-100
ObjectId(61953f32b50d39992bc242c9),1637170980,-100,-100,-100
ObjectId(61953f6eb50d39992bc26528),1637171040,-100,-100,-100
ObjectId(61953faab50d39992bc28a2d),1637171100,-100,-100,-100
ObjectId(61953fe6b50d39992bc2ad34),1637171160,-100,-100,-100
ObjectId(61954022b50d39992bc2cd21),1637171220,-100,-100,-100
ObjectId(6195405eb50d39992bc2f426),1637171280,-100,-100,-100
ObjectId(6195409ab50d39992bc314f8),1637171340,-100,-100,-100
ObjectId(619540d6b50d39992bc33ac4),1637171400,-100,-100,-100
ObjectId(61954112b50d39992bc3596e),1637171460,-100,-100,-100
ObjectId(6195414eb50d39992bc37aac),1637171520,-100,-100,-100
ObjectId(6195418ab50d39992bc398f0),1637171580,-100,-100,-100
ObjectId(619541c6b50d39992bc3beed),1637171640,-100,-100,-100
ObjectId(61954202b50d39992bc3def1),1637171700,-100,-100,-100
ObjectId(6195423eb50d39992bc401cc),1637171760,-100,-100,-100
ObjectId(6195427ab50d39992bc42559),1637171820,-100,-100,-100
ObjectId(619542b6b50d39992bc44dfe),1637171880,-100,-100,-100
ObjectId(619542f2b50d39992bc46fbf),1637171940,-100,-100,-100
ObjectId(6195432eb50d39992bc49acb),1637172000,-100,-100,-100
ObjectId(6195436ab50d39992bc4eab3),1637172060,-100,-100,-100
ObjectId(619543a7b50d39992bc517de),1637172120,-100,-100,-100
ObjectId(619543e2b50d39992bc537e9),1637172180,-100,-100,-100
ObjectId(6195441eb50d39992bc55b3b),1637172240,-100,-100,-100
ObjectId(6195445ab50d39992bc57c5d),1637172300,-100,-100,-100
ObjectId(61954497b50d39992bc5a2ef),1637172360,-100,-100,-100
ObjectId(619544d2b50d39992bc5c327),1637172420,-100,-100,-100
ObjectId(6195450eb50d39992bc5e9dd),1637172480,-100,-100,-100
ObjectId(6195454ab50d39992bc60a54),1637172540,-100,-100,-100
ObjectId(61954586b50d39992bc62f98),1637172600,-100,-100,-100
ObjectId(619545c2b50d39992bc65160),1637172660,-100,-100,-100
ObjectId(619545feb50d39992bc67609),1637172720,-100,-100,-100
ObjectId(6195463ab50d39992bc69515),1637172780,-100,-100,-100
ObjectId(61954676b50d39992bc6b8c4),1637172840,-100,-100,-100
ObjectId(619546b2b50d39992bc6dc31),1637172900,-100,-100,-100
ObjectId(619546eeb50d39992bc6fede),1637172960,-100,-100,-100
ObjectId(6195472ab50d39992bc71e3e),1637173020,-100,-100,-100
ObjectId(61954766b50d39992bc74455),1637173080,-100,-100,-100
ObjectId(619547a2b50d39992bc763ae),1637173140,-100,-100,-100
ObjectId(619547deb50d39992bc786ca),1637173200,-100,-100,-100
ObjectId(6195481ab50d39992bc7a5b5),1637173260,-100,-100,-100
ObjectId(61954856b50d39992bc7c711),1637173320,-100,-100,-100
ObjectId(61954892b50d39992bc7e61e),1637173380,-100,-100,-100
ObjectId(619548ceb50d39992bc808b2),1637173440,-100,-100,-100
ObjectId(6195490ab50d39992bc826f1),1637173500,-100,-100,-100
ObjectId(61954946b50d39992bc84981),1637173560,-100,-100,-100
ObjectId(61954982b50d39992bc86845),1637173620,-100,-100,-100
ObjectId(619549beb50d39992bc88aad),1637173680,-100,-100,-100
ObjectId(619549fab50d39992bc8a91e),1637173740,-100,-100,-100
ObjectId(61954a36b50d39992bc8d1ec),1637173800,-100,-100,-100
ObjectId(61954a72b50d39992bc8f194),1637173860,-100,-100,-100
ObjectId(61954aaeb50d39992bc915d0),1637173920,-100,-100,-100
ObjectId(61954aeab50d39992bc9350d),1637173980,-100,-100,-100
ObjectId(61954b26b50d39992bc95834),1637174040,-100,-100,-100
ObjectId(61954b26b50d39992bc95838),1637174040,,,-100
ObjectId(61954b62b50d39992bc97715),1637174100,-100,-100,-100
ObjectId(61954b9eb50d39992bc99a8f),1637174160,-100,-100,-100
ObjectId(61954bdab50d39992bc9b8fc),1637174220,-100,-100,-100
ObjectId(61954c16b50d39992bc9deb9),1637174280,-100,-100,-100
ObjectId(61954c53b50d39992bc9fe64),1637174340,-100,-100,-100
ObjectId(61954c8eb50d39992bca20bb),1637174400,-100,-100,-100
ObjectId(61954ccab50d39992bca4141),1637174460,-100,-100,-100
ObjectId(61954d06b50d39992bca652b),1637174520,-100,-100,-100
ObjectId(61954d42b50d39992bca847c),1637174580,-100,-100,-100
ObjectId(61954d7eb50d39992bcaa717),1637174640,-100,-100,-100
ObjectId(61954dbab50d39992bcacb56),1637174700,-100,-100,-100
ObjectId(61954df6b50d39992bcaee4f),1637174760,-100,-100,-100
ObjectId(61954e33b50d39992bcb0d4d),1637174820,-100,-100,-100
ObjectId(61954e6eb50d39992bcb2f21),1637174880,-100,-100,-100
ObjectId(61954eaab50d39992bcb4e40),1637174940,-100,-100,-100
ObjectId(61954ee6b50d39992bcb711a),1637175000,-100,-100,-100
ObjectId(61954f22b50d39992bcb9014),1637175060,-100,-100,-100
ObjectId(61954f5eb50d39992bcbb378),1637175120,-100,-100,-100
ObjectId(61954f9ab50d39992bcbd259),1637175180,-100,-100,-100
ObjectId(61954fd6b50d39992bcbf4e7),1637175240,-100,-100,-100
ObjectId(61955012b50d39992bcc1420),1637175300,-100,-100,-100
ObjectId(6195504eb50d39992bcc3734),1637175360,-100,-100,-100
ObjectId(6195508ab50d39992bcc55bd),1637175420,-100,-100,-100
ObjectId(619550c6b50d39992bcc7a9f),1637175480,-100,-100,-100
ObjectId(61955102b50d39992bcc98bc),1637175540,,,-100
ObjectId(61955102b50d39992bcc98bb),1637175540,-100,-100,-100
ObjectId(6195513eb50d39992bccbf0c),1637175600,-100,-100,-100
ObjectId(6195517ab50d39992bccfc09),1637175660,-100,-100,-100
ObjectId(619551b6b50d39992bcd35e3),1637175720,-100,-100,-100
ObjectId(619551f2b50d39992bcd54f8),1637175780,-100,-100,-100
ObjectId(6195522eb50d39992bcd772e),1637175840,-100,-100,-100
ObjectId(6195526ab50d39992bcd9540),1637175900,-100,-100,-100
ObjectId(619552a6b50d39992bcdb7fa),1637175960,-100,-100,-100
ObjectId(619552e2b50d39992bcdd5be),1637176020,-100,-100,-100
ObjectId(6195531eb50d39992bcdf6aa),1637176080,-100,-100,-100
ObjectId(6195535ab50d39992bce14a3),1637176140,-100,-100,-100
ObjectId(61955396b50d39992bce36e1),1637176200,-100,-100,-100
ObjectId(619553d3b50d39992bce5614),1637176260,-100,-100,-100
ObjectId(6195540eb50d39992bce79c0),1637176320,-100,-100,-100
ObjectId(6195544ab50d39992bce98a2),1637176380,-100,-100,-100
ObjectId(61955486b50d39992bcebc1c),1637176440,-100,-100,-100
ObjectId(619554c2b50d39992bcee0a1),1637176500,-100,-100,-100
ObjectId(619554feb50d39992bcf03d2),1637176560,-100,-100,-100
ObjectId(6195553ab50d39992bcf21e5),1637176620,-100,-100,-100
ObjectId(61955576b50d39992bcf474b),1637176680,-100,-100,-100
ObjectId(619555b2b50d39992bcf6579),1637176740,-100,-100,-100
ObjectId(619555eeb50d39992bcf8621),1637176800,-100,-100,-100
ObjectId(6195562ab50d39992bcfa3b7),1637176860,-100,-100,-100
ObjectId(61955666b50d39992bcfc517),1637176920,-100,-100,-100
ObjectId(619556a2b50d39992bcfe583),1637176980,-100,-100,-100
ObjectId(619556deb50d39992bd008d6),1637177040,-100,-100,-100
ObjectId(6195571ab50d39992bd028b8),1637177100,-100,-100,-100
ObjectId(61955756b50d39992bd04b6e),1637177160,-100,-100,-100
ObjectId(61955792b50d39992bd06b2b),1637177220,-100,-100,-100
ObjectId(619557ceb50d39992bd08ea9),1637177280,-100,-100,-100
ObjectId(6195580ab50d39992bd0ada4),1637177340,-100,-100,-100
ObjectId(61955846b50d39992bd0d65f),1637177400,-100,-100,-100
ObjectId(61955882b50d39992bd0f649),1637177460,-100,-100,-100
ObjectId(619558beb50d39992bd119d2),1637177520,-100,-100,-100
ObjectId(619558fab50d39992bd139e5),1637177580,-100,-100,-100
ObjectId(61955936b50d39992bd15e38),1637177640,-100,-100,-100
ObjectId(61955972b50d39992bd17e42),1637177700,-100,-100,-100
ObjectId(619559aeb50d39992bd1a1f1),1637177760,-100,-100,-100
ObjectId(619559eab50d39992bd1c205),1637177820,-100,-100,-100
ObjectId(61955a26b50d39992bd1e890),1637177880,-100,-100,-100
ObjectId(61955a62b50d39992bd206d2),1637177940,-100,-100,-100
ObjectId(61955a9eb50d39992bd229e8),1637178000,-100,-100,-100
ObjectId(61955adab50d39992bd249b4),1637178060,-100,-100,-100
ObjectId(61955b16b50d39992bd26cbb),1637178120,-100,-100,-100
ObjectId(61955b52b50d39992bd28b5f),1637178180,-100,-100,-100
ObjectId(61955b8eb50d39992bd2af4a),1637178240,-100,-100,-100
ObjectId(61955bcab50d39992bd2d410),1637178300,-100,-100,-100
ObjectId(61955c06b50d39992bd2f8bf),1637178360,-100,-100,-100
ObjectId(61955c42b50d39992bd3188f),1637178420,-100,-100,-100
ObjectId(61955c7eb50d39992bd33c13),1637178480,-100,-100,-100
ObjectId(61955cbbb50d39992bd35bc0),1637178540,-100,-100,-100
ObjectId(61955cf6b50d39992bd37e9b),1637178600,-100,-100,-100
ObjectId(61955d32b50d39992bd39d8e),1637178660,-100,-100,-100
ObjectId(61955d6eb50d39992bd3bfb7),1637178720,-100,-100,-100
ObjectId(61955daab50d39992bd3dedf),1637178780,-100,-100,-100
ObjectId(61955de6b50d39992bd401d6),1637178840,-100,-100,-100
ObjectId(61955e22b50d39992bd42060),1637178900,-100,-100,-100
ObjectId(61955e5eb50d39992bd44363),1637178960,-100,-100,-100
ObjectId(61955e9ab50d39992bd46286),1637179020,-100,-100,-100
ObjectId(61955ed6b50d39992bd4878c),1637179080,-100,-100,-100
ObjectId(61955f12b50d39992bd4a694),1637179140,-100,-100,-100
ObjectId(61955f4eb50d39992bd4ceec),1637179200,-100,-100,-100
ObjectId(61955f8ab50d39992bd4edd4),1637179260,-100,-100,-100
ObjectId(61955fc6b50d39992bd51085),1637179320,-100,-100,-100
ObjectId(61956002b50d39992bd55527),1637179380,-100,-100,-100
ObjectId(6195603eb50d39992bd5876d),1637179440,-100,-100,-100
ObjectId(6195607ab50d39992bd5a4a2),1637179500,-100,-100,-100
ObjectId(619560b6b50d39992bd5c7a6),1637179560,-100,-100,-100
ObjectId(619560f2b50d39992bd5e6e3),1637179620,-100,-100,-100
ObjectId(6195612eb50d39992bd60978),1637179680,-100,-100,-100
ObjectId(6195616ab50d39992bd6288f),1637179740,-100,-100,-100
ObjectId(619561a6b50d39992bd64ad2),1637179800,-100,-100,-100
ObjectId(619561e2b50d39992bd6699c),1637179860,-100,-100,-100
ObjectId(6195621eb50d39992bd68c3e),1637179920,-100,-100,-100
ObjectId(6195625ab50d39992bd6ab31),1637179980,-100,-100,-100
ObjectId(61956297b50d39992bd6cdd4),1637180040,-100,-100,-100
ObjectId(619562d2b50d39992bd6f1b5),1637180100,-100,-100,-100
ObjectId(6195630eb50d39992bd714df),1637180160,-100,-100,-100
ObjectId(6195634ab50d39992bd733f7),1637180220,-100,-100,-100
ObjectId(61956386b50d39992bd758d8),1637180280,-100,-100,-100
ObjectId(619563c2b50d39992bd777ba),1637180340,-100,-100,-100
ObjectId(619563feb50d39992bd79a6f),1637180400,-100,-100,-100
ObjectId(6195643ab50d39992bd7b89c),1637180460,-100,-100,-100
ObjectId(61956476b50d39992bd7dbaf),1637180520,-100,-100,-100
ObjectId(619564b2b50d39992bd7fa5d),1637180580,-100,-100,-100
ObjectId(619564eeb50d39992bd81c6a),1637180640,-100,-100,-100
ObjectId(6195652ab50d39992bd83b63),1637180700,-100,-100,-100
ObjectId(61956566b50d39992bd85e57),1637180760,-100,-100,-100
ObjectId(619565a2b50d39992bd87d37),1637180820,-100,-100,-100
ObjectId(619565deb50d39992bd89de7),1637180880,-100,-100,-100
ObjectId(6195661ab50d39992bd8bc17),1637180940,-100,-100,-100
ObjectId(61956656b50d39992bd8e389),1637181000,-100,-100,-100
ObjectId(61956692b50d39992bd902e4),1637181060,-100,-100,-100
ObjectId(619566ceb50d39992bd92614),1637181120,-100,-100,-100
ObjectId(6195670bb50d39992bd944ff),1637181180,-100,-100,-100
ObjectId(61956747b50d39992bd966ca),1637181240,-100,-100,-100
ObjectId(61956782b50d39992bd98635),1637181300,-100,-100,-100
ObjectId(619567bfb50d39992bd9a9b6),1637181360,-100,-100,-100
ObjectId(619567fab50d39992bd9c80c),1637181420,-100,-100,-100
ObjectId(61956836b50d39992bd9eef5),1637181480,-100,-100,-100
ObjectId(61956872b50d39992bda0f33),1637181540,-100,-100,-100
ObjectId(619568aeb50d39992bda31ad),1637181600,-100,-100,-100
ObjectId(619568eab50d39992bda5100),1637181660,-100,-100,-100
ObjectId(61956926b50d39992bda73de),1637181720,-100,-100,-100
ObjectId(61956963b50d39992bda92f5),1637181780,-100,-100,-100
ObjectId(6195699eb50d39992bdab48b),1637181840,-100,-100,-100
ObjectId(619569dab50d39992bdad8b1),1637181900,-100,-100,-100
ObjectId(61956a16b50d39992bdafbec),1637181960,-100,-100,-100
ObjectId(61956a52b50d39992bdb1aaf),1637182020,-100,-100,-100
ObjectId(61956a8eb50d39992bdb3d56),1637182080,-100,-100,-100
ObjectId(61956acab50d39992bdb5d1d),1637182140,-100,-100,-100
ObjectId(61956b06b50d39992bdb7eae),1637182200,-100,-100,-100
ObjectId(61956b42b50d39992bdb9e73),1637182260,-100,-100,-100
ObjectId(61956b7fb50d39992bdbc1a1),1637182320,-100,-100,-100
ObjectId(61956bbab50d39992bdbe028),1637182380,-100,-100,-100
ObjectId(61956bf6b50d39992bdc0327),1637182440,-100,-100,-100
ObjectId(61956c32b50d39992bdc21f0),1637182500,-100,-100,-100
ObjectId(61956c6eb50d39992bdc4548),1637182560,-100,-100,-100
ObjectId(61956caab50d39992bdc6440),1637182620,-100,-100,-100
ObjectId(61956ce6b50d39992bdc89c3),1637182680,-100,-100,-100
ObjectId(61956d22b50d39992bdca900),1637182740,-100,-100,-100
ObjectId(61956d5fb50d39992bdcd154),1637182800,-100,-100,-100
ObjectId(61956d9ab50d39992bdcf206),1637182860,-100,-100,-100
ObjectId(61956dd6b50d39992bdd48e1),1637182920,-100,-100,-100
ObjectId(61956e12b50d39992bdd67c4),1637182980,-100,-100,-100
ObjectId(61956e4eb50d39992bdd8a8f),1637183040,-100,-100,-100
ObjectId(61956e8ab50d39992bdda9df),1637183100,-100,-100,-100
ObjectId(61956ec6b50d39992bddcc46),1637183160,-100,-100,-100
ObjectId(61956f02b50d39992bddeb5f),1637183220,-100,-100,-100
ObjectId(61956f3eb50d39992bde0de1),1637183280,-100,-100,-100
ObjectId(61956f7ab50d39992bde2ca0),1637183340,-100,-100,-100
ObjectId(61956fb6b50d39992bde5010),1637183400,-100,-100,-100
ObjectId(61956ff2b50d39992bde6f95),1637183460,-100,-100,-100
ObjectId(6195702eb50d39992bde938b),1637183520,-100,-100,-100
ObjectId(6195706ab50d39992bdeb22c),1637183580,-100,-100,-100
ObjectId(619570a6b50d39992bded4b3),1637183640,-100,-100,-100
ObjectId(619570e2b50d39992bdef922),1637183700,-100,-100,-100
ObjectId(6195711eb50d39992bdf1b19),1637183760,-100,-100,-100
ObjectId(6195715ab50d39992bdf3a8c),1637183820,-100,-100,-100
ObjectId(61957196b50d39992bdf6012),1637183880,-100,-100,-100
ObjectId(619571d2b50d39992bdf7e4c),1637183940,-100,-100,-100
ObjectId(6195720eb50d39992bdfa0d8),1637184000,-100,-100,-100
ObjectId(6195724ab50d39992bdfc0ec),1637184060,-100,-100,-100
ObjectId(61957286b50d39992bdfe337),1637184120,-100,-100,-100
ObjectId(619572c2b50d39992be0024e),1637184180,-100,-100,-100
ObjectId(619572feb50d39992be02613),1637184240,-100,-100,-100
ObjectId(6195733ab50d39992be044ca),1637184300,-100,-100,-100
ObjectId(61957376b50d39992be067d6),1637184360,-100,-100,-100
ObjectId(619573b2b50d39992be0873b),1637184420,-100,-100,-100
ObjectId(619573eeb50d39992be0a93a),1637184480,-100,-100,-100
ObjectId(6195742ab50d39992be0c898),1637184540,-100,-100,-100
ObjectId(61957467b50d39992be0f02d),1637184600,-100,-100,-100
ObjectId(619574a2b50d39992be10f57),1637184660,-100,-100,-100
ObjectId(619574deb50d39992be132e4),1637184720,-100,-100,-100
ObjectId(6195751ab50d39992be1511f),1637184780,-100,-100,-100
ObjectId(61957556b50d39992be17309),1637184840,-100,-100,-100
ObjectId(61957592b50d39992be191dd),1637184900,-100,-100,-100
ObjectId(619575cfb50d39992be1b53c),1637184960,-100,-100,-100
ObjectId(6195760ab50d39992be1d4c3),1637185020,-100,-100,-100
ObjectId(61957646b50d39992be1fac9),1637185080,-100,-100,-100
ObjectId(61957682b50d39992be21a5c),1637185140,-100,-100,-100
ObjectId(619576beb50d39992be23dbf),1637185200,-100,-100,-100
ObjectId(619576fab50d39992be25d36),1637185260,-100,-100,-100
ObjectId(61957736b50d39992be28139),1637185320,-100,-100,-100
ObjectId(61957772b50d39992be2a0f4),1637185380,,-100,
ObjectId(61957772b50d39992be2a0f5),1637185380,-100,-100,-100
ObjectId(619577aeb50d39992be2c422),1637185440,-100,-100,-100
ObjectId(619577eab50d39992be2e853),1637185500,-100,-100,-100
ObjectId(61957826b50d39992be30cad),1637185560,-100,-100,-100
ObjectId(61957862b50d39992be32b41),1637185620,-100,-100,-100
ObjectId(6195789eb50d39992be34d1d),1637185680,-100,-100,-100
ObjectId(619578dab50d39992be36b4c),1637185740,-100,-100,-100
ObjectId(61957916b50d39992be38e63),1637185800,-100,-100,-100
ObjectId(61957952b50d39992be3ad53),1637185860,,-100,
ObjectId(61957952b50d39992be3ad52),1637185860,-100,-100,-100
ObjectId(6195798eb50d39992be3d050),1637185920,-100,-100,-100
ObjectId(619579cbb50d39992be3efcb),1637185980,-100,-100,-100
ObjectId(61957a07b50d39992be412a1),1637186040,-100,-100,-100
ObjectId(61957a42b50d39992be430ed),1637186100,-100,-100,-100
ObjectId(61957a7fb50d39992be454ab),1637186160,-100,-100,-100
ObjectId(61957abab50d39992be47322),1637186220,-100,-100,-100
ObjectId(61957af6b50d39992be498c1),1637186280,-100,-100,-100
ObjectId(61957b33b50d39992be4b84c),1637186340,-100,-100,-100
ObjectId(61957b6fb50d39992be4e00e),1637186400,-100,-100,-100
ObjectId(61957baab50d39992be4feed),1637186460,-100,-100,-100
ObjectId(61957be6b50d39992be52236),1637186520,-100,-100,-100
ObjectId(61957c22b50d39992be5597d),1637186580,-100,-100,-100
ObjectId(61957c5eb50d39992be59890),1637186640,-100,-100,-100
ObjectId(61957c9ab50d39992be5b77a),1637186700,-100,-100,-100
ObjectId(61957cd6b50d39992be5d9d0),1637186760,-100,-100,-100
ObjectId(61957d12b50d39992be5f84a),1637186820,-100,-100,-100
ObjectId(61957d4eb50d39992be6197f),1637186880,-100,-100,-100
ObjectId(61957d8bb50d39992be63839),1637186940,-100,-100,-100
ObjectId(61957dc6b50d39992be659a9),1637187000,-100,-100,-100
ObjectId(61957e02b50d39992be67830),1637187060,-100,-100,-100
ObjectId(61957e3fb50d39992be69ad4),1637187120,-100,-100,-100
ObjectId(61957e7ab50d39992be6b8ec),1637187180,-100,-100,-100
ObjectId(61957eb6b50d39992be6db89),1637187240,-100,-100,-100
ObjectId(61957ef2b50d39992be6ff9b),1637187300,-100,-100,-100
ObjectId(61957f2eb50d39992be72261),1637187360,-100,-100,-100
ObjectId(61957f6ab50d39992be74055),1637187420,-100,-100,-100
ObjectId(61957fa6b50d39992be76516),1637187480,-100,-100,-100
ObjectId(61957fe2b50d39992be78357),1637187540,-100,-100,-100
ObjectId(6195801eb50d39992be7a4d9),1637187600,-100,-100,-100
ObjectId(6195805bb50d39992be7c3a3),1637187660,-100,-100,-100
ObjectId(61958096b50d39992be7e50c),1637187720,-100,-100,-100
ObjectId(619580d2b50d39992be80326),1637187780,-100,-100,-100
ObjectId(6195810eb50d39992be824d6),1637187840,-100,-100,-100
ObjectId(6195814ab50d39992be842fa),1637187900,-100,-100,-100
ObjectId(61958186b50d39992be864c6),1637187960,-100,-100,-100
ObjectId(619581c2b50d39992be8828e),1637188020,-100,-100,-100
ObjectId(619581feb50d39992be8a460),1637188080,-100,-100,-100
ObjectId(6195823ab50d39992be8c247),1637188140,-100,-100,-100
ObjectId(61958276b50d39992be8e812),1637188200,-100,-100,-100
ObjectId(619582b2b50d39992be90650),1637188260,-100,-100,-100
ObjectId(619582eeb50d39992be92812),1637188320,-100,-100,-100
ObjectId(6195832ab50d39992be9456e),1637188380,-100,-100,-100
ObjectId(61958366b50d39992be966f4),1637188440,-100,-100,-100
ObjectId(619583a2b50d39992be98536),1637188500,-100,-100,-100
ObjectId(619583deb50d39992be9a817),1637188560,-100,-100,-100
ObjectId(6195841ab50d39992be9c5ac),1637188620,-100,-100,-100
ObjectId(61958456b50d39992be9e9fb),1637188680,-100,-100,-100
ObjectId(61958492b50d39992bea07df),1637188740,-100,-100,-100
ObjectId(619584ceb50d39992bea2922),1637188800,-100,-100,-100
ObjectId(6195850ab50d39992bea4714),1637188860,-100,-100,-100
ObjectId(61958546b50d39992bea686c),1637188920,-100,-100,-100
ObjectId(61958582b50d39992bea8604),1637188980,-100,-100,-100
ObjectId(619585beb50d39992beaa81b),1637189040,-100,-100,-100
ObjectId(619585fab50d39992beacb73),1637189100,-100,-100,-100
ObjectId(61958636b50d39992beaece1),1637189160,-100,-100,-100
ObjectId(61958673b50d39992beb0afa),1637189220,-100,-100,-100
ObjectId(619586aeb50d39992beb2bbe),1637189280,-100,-100,-100
ObjectId(619586eab50d39992beb4936),1637189340,-100,-100,-100
ObjectId(61958726b50d39992beb6a0a),1637189400,-100,-100,-100
ObjectId(61958762b50d39992beb879d),1637189460,-100,-100,-100
ObjectId(6195879eb50d39992beba958),1637189520,-100,-100,-100
ObjectId(619587dab50d39992bebc65e),1637189580,-100,-100,-100
ObjectId(61958816b50d39992bebe7e7),1637189640,-100,-100,-100
ObjectId(61958852b50d39992bec0579),1637189700,-100,-100,-100
ObjectId(6195888eb50d39992bec2663),1637189760,-100,-100,-100
ObjectId(619588cab50d39992bec4466),1637189820,-100,-100,-100
ObjectId(61958906b50d39992bec6835),1637189880,-100,-100,-100
ObjectId(61958942b50d39992bec8560),1637189940,-100,-100,-100
ObjectId(6195897fb50d39992becab5f),1637190000,-100,-100,-100
ObjectId(619589bab50d39992becc8a1),1637190060,-100,-100,-100
ObjectId(619589f6b50d39992bece9fe),1637190120,-100,-100,-100
ObjectId(61958a32b50d39992bed28e4),1637190180,-100,-100,-100
ObjectId(61958a6fb50d39992bed5e31),1637190240,-100,-100,-100
ObjectId(61958aaab50d39992bed7b50),1637190300,-100,-100,-100
ObjectId(61958ae6b50d39992bed9c89),1637190360,-100,-100,-100
