12,0,89
13,0,0
14,0,0
15,1,88
16,0,89
17,0,80
18,0,77
19,0,89
20,1,88
21,1,85
22,0,90
23,1,85
24,0,84
25,0,82
26,0,0
28,0,0
29,0,0
30,1,79
31,0,83
32,0,80
33,1,79
34,1,89
35,1,84
